0.0,0.0,9
0.0,0.0,9
0.0,0.1,24
0.0,0.1,24
0.0,0.2,26
0.0,0.2,23
0.0,0.3,23
0.0,0.3,23
0.0,0.4,21
0.0,0.4,21
0.0,0.5,19
0.0,0.5,24
0.0,0.6,20
0.0,0.6,29
0.0,0.7,26
0.0,0.7,23
0.0,0.8,27
0.0,0.8,29
0.0,0.9,26
0.0,0.9,22
0.1,0.0,16
0.1,0.0,10
0.1,0.1,29
0.1,0.1,32
0.1,0.2,27
0.1,0.2,27
0.1,0.3,25
0.1,0.3,30
0.1,0.4,30
0.1,0.4,29
0.1,0.5,34
0.1,0.5,35
0.1,0.6,30
0.1,0.6,29
0.1,0.7,34
0.1,0.7,34
0.1,0.8,37
0.1,0.8,33
0.1,0.9,35
0.1,0.9,35
0.2,0.0,11
0.2,0.0,12
0.2,0.1,35
0.2,0.1,35
0.2,0.2,33
0.2,0.2,29
0.2,0.3,27
0.2,0.3,30
0.2,0.4,32
0.2,0.4,34
0.2,0.5,31
0.2,0.5,33
0.2,0.6,35
0.2,0.6,34
0.2,0.7,32
0.2,0.7,31
0.2,0.8,29
0.2,0.8,32
0.2,0.9,33
0.2,0.9,33
0.3,0.0,7
0.3,0.0,8
0.3,0.1,35
0.3,0.1,36
0.3,0.2,29
0.3,0.2,37
0.3,0.3,35
0.3,0.3,28
0.3,0.4,30
0.3,0.4,33
0.3,0.5,33
0.3,0.5,32
0.3,0.6,34
0.3,0.6,34
0.3,0.7,31
0.3,0.7,34
0.3,0.8,34
0.3,0.8,27
0.3,0.9,28
0.3,0.9,36
0.4,0.0,10
0.4,0.0,12
0.4,0.1,30
0.4,0.1,33
0.4,0.2,36
0.4,0.2,35
0.4,0.3,30
0.4,0.3,33
0.4,0.4,32
0.4,0.4,31
0.4,0.5,31
0.4,0.5,34
0.4,0.6,30
0.4,0.6,34
0.4,0.7,33
0.4,0.7,34
0.4,0.8,30
0.4,0.8,33
0.4,0.9,35
0.4,0.9,35
0.5,0.0,10
0.5,0.0,9
0.5,0.1,30
0.5,0.1,35
0.5,0.2,31
0.5,0.2,32
0.5,0.3,30
0.5,0.3,25
0.5,0.4,28
0.5,0.4,33
0.5,0.5,31
0.5,0.5,34
0.5,0.6,32
0.5,0.6,30
0.5,0.7,25
0.5,0.7,25
0.5,0.8,31
0.5,0.8,31
0.5,0.9,30
0.5,0.9,27
0.6,0.0,7
0.6,0.0,10
0.6,0.1,28
0.6,0.1,30
0.6,0.2,17
0.6,0.2,25
0.6,0.3,22
0.6,0.3,29
0.6,0.4,26
0.6,0.4,24
0.6,0.5,26
0.6,0.5,28
0.6,0.6,22
0.6,0.6,20
0.6,0.7,26
0.6,0.7,21
0.6,0.8,15
0.6,0.8,29
0.6,0.9,27
0.6,0.9,27
0.7,0.0,10
0.7,0.0,13
0.7,0.1,25
0.7,0.1,33
0.7,0.2,23
0.7,0.2,26
0.7,0.3,19
0.7,0.3,20
0.7,0.4,21
0.7,0.4,17
0.7,0.5,13
0.7,0.5,18
0.7,0.6,15
0.7,0.6,24
0.7,0.7,19
0.7,0.7,21
0.7,0.8,20
0.7,0.8,18
0.7,0.9,25
0.7,0.9,19
0.8,0.0,11
0.8,0.0,12
0.8,0.1,17
0.8,0.1,19
0.8,0.2,11
0.8,0.2,14
0.8,0.3,18
0.8,0.3,16
0.8,0.4,14
0.8,0.4,11
0.8,0.5,23
0.8,0.5,9
0.8,0.6,14
0.8,0.6,12
0.8,0.7,18
0.8,0.7,17
0.8,0.8,12
0.8,0.8,21
0.8,0.9,19
0.8,0.9,17
0.9,0.0,5
0.9,0.0,15
0.9,0.1,7
0.9,0.1,18
0.9,0.2,13
0.9,0.2,8
0.9,0.3,13
0.9,0.3,8
0.9,0.4,19
0.9,0.4,7
0.9,0.5,11
0.9,0.5,14
0.9,0.6,10
0.9,0.6,14
0.9,0.7,12
0.9,0.7,14
0.9,0.8,12
0.9,0.8,9
0.9,0.9,12
0.9,0.9,15
