-5.0,0.0,316
-4.0,0.0,8
-3.0,0.0,19
-2.0,0.0,62
-1.0,0.0,347
0.0,0.0,298
1.0,0.0,337
2.0,0.0,260
3.0,0.0,278
4.0,0.0,280
-5.0,0.1,243
-4.0,0.1,103
-3.0,0.1,35
-2.0,0.1,191
-1.0,0.1,292
0.0,0.1,255
1.0,0.1,319
2.0,0.1,293
3.0,0.1,294
4.0,0.1,256
-5.0,0.2,27
-4.0,0.2,72
-3.0,0.2,267
-2.0,0.2,149
-1.0,0.2,311
0.0,0.2,243
1.0,0.2,301
2.0,0.2,305
3.0,0.2,275
4.0,0.2,267
-5.0,0.3,179
-4.0,0.3,96
-3.0,0.3,121
-2.0,0.3,263
-1.0,0.3,305
0.0,0.3,321
1.0,0.3,340
2.0,0.3,243
3.0,0.3,304
4.0,0.3,267
-5.0,0.4,326
-4.0,0.4,181
-3.0,0.4,146
-2.0,0.4,166
-1.0,0.4,205
0.0,0.4,255
1.0,0.4,272
2.0,0.4,292
3.0,0.4,292
4.0,0.4,251
-5.0,0.5,156
-4.0,0.5,267
-3.0,0.5,234
-2.0,0.5,310
-1.0,0.5,234
0.0,0.5,238
1.0,0.5,343
2.0,0.5,244
3.0,0.5,310
4.0,0.5,264
-5.0,0.6,251
-4.0,0.6,227
-3.0,0.6,143
-2.0,0.6,264
-1.0,0.6,252
0.0,0.6,307
1.0,0.6,238
2.0,0.6,263
3.0,0.6,250
4.0,0.6,255
-5.0,0.7,219
-4.0,0.7,256
-3.0,0.7,47
-2.0,0.7,339
-1.0,0.7,233
0.0,0.7,275
1.0,0.7,260
2.0,0.7,277
3.0,0.7,215
4.0,0.7,232
-5.0,0.8,237
-4.0,0.8,292
-3.0,0.8,185
-2.0,0.8,243
-1.0,0.8,203
0.0,0.8,217
1.0,0.8,231
2.0,0.8,246
3.0,0.8,226
4.0,0.8,201
-5.0,0.9,231
-4.0,0.9,165
-3.0,0.9,194
-2.0,0.9,187
-1.0,0.9,250
0.0,0.9,212
1.0,0.9,183
2.0,0.9,179
3.0,0.9,201
4.0,0.9,276
