0.8,-1.0,0.2,30
0.8,-0.7,0.2,19
0.8,-0.4,0.2,27
0.8,-0.1,0.2,53
0.8,0.2,0.2,53
0.8,0.5,0.2,42
0.8,0.8,0.2,12
0.8,1.1,0.2,18
0.8,1.4,0.2,27
0.8,1.7,0.2,39
0.92,-1.0,0.2,26
0.92,-0.7,0.2,32
0.92,-0.4,0.2,33
0.92,-0.1,0.2,40
0.92,0.2,0.2,75
0.92,0.5,0.2,52
0.92,0.8,0.2,41
0.92,1.1,0.2,16
0.92,1.4,0.2,21
0.92,1.7,0.2,43
1.04,-1.0,0.2,29
1.04,-0.7,0.2,32
1.04,-0.4,0.2,30
1.04,-0.1,0.2,40
1.04,0.2,0.2,189
1.04,0.5,0.2,75
1.04,0.8,0.2,49
1.04,1.1,0.2,53
1.04,1.4,0.2,52
1.04,1.7,0.2,50
1.16,-1.0,0.2,30
1.16,-0.7,0.2,48
1.16,-0.4,0.2,29
1.16,-0.1,0.2,36
1.16,0.2,0.2,137
1.16,0.5,0.2,66
1.16,0.8,0.2,55
1.16,1.1,0.2,70
1.16,1.4,0.2,51
1.16,1.7,0.2,37
1.28,-1.0,0.2,29
1.28,-0.7,0.2,46
1.28,-0.4,0.2,28
1.28,-0.1,0.2,43
1.28,0.2,0.2,101
1.28,0.5,0.2,62
1.28,0.8,0.2,64
1.28,1.1,0.2,48
1.28,1.4,0.2,42
1.28,1.7,0.2,47
1.4,-1.0,0.2,32
1.4,-0.7,0.2,18
1.4,-0.4,0.2,35
1.4,-0.1,0.2,34
1.4,0.2,0.2,81
1.4,0.5,0.2,109
1.4,0.8,0.2,74
1.4,1.1,0.2,55
1.4,1.4,0.2,45
1.4,1.7,0.2,64
1.52,-1.0,0.2,11
1.52,-0.7,0.2,33
1.52,-0.4,0.2,26
1.52,-0.1,0.2,43
1.52,0.2,0.2,125
1.52,0.5,0.2,73
1.52,0.8,0.2,82
1.52,1.1,0.2,53
1.52,1.4,0.2,48
1.52,1.7,0.2,43
1.64,-1.0,0.2,29
1.64,-0.7,0.2,23
1.64,-0.4,0.2,45
1.64,-0.1,0.2,39
1.64,0.2,0.2,141
1.64,0.5,0.2,86
1.64,0.8,0.2,62
1.64,1.1,0.2,53
1.64,1.4,0.2,46
1.64,1.7,0.2,54
1.76,-1.0,0.2,18
1.76,-0.7,0.2,35
1.76,-0.4,0.2,28
1.76,-0.1,0.2,35
1.76,0.2,0.2,102
1.76,0.5,0.2,56
1.76,0.8,0.2,76
1.76,1.1,0.2,57
1.76,1.4,0.2,36
1.76,1.7,0.2,49
1.88,-1.0,0.2,18
1.88,-0.7,0.2,24
1.88,-0.4,0.2,27
1.88,-0.1,0.2,27
1.88,0.2,0.2,79
1.88,0.5,0.2,66
1.88,0.8,0.2,75
1.88,1.1,0.2,51
1.88,1.4,0.2,51
1.88,1.7,0.2,42
