0.8,0.0,0.1,55
0.8,0.02,0.1,130
0.8,0.04,0.1,93
0.8,0.06,0.1,102
0.8,0.08,0.1,119
0.8,0.1,0.1,59
0.8,0.12,0.1,52
0.8,0.14,0.1,50
0.8,0.16,0.1,72
0.8,0.18,0.1,37
0.82,0.0,0.1,82
0.82,0.02,0.1,147
0.82,0.04,0.1,124
0.82,0.06,0.1,99
0.82,0.08,0.1,114
0.82,0.1,0.1,111
0.82,0.12,0.1,153
0.82,0.14,0.1,54
0.82,0.16,0.1,46
0.82,0.18,0.1,67
0.84,0.0,0.1,181
0.84,0.02,0.1,114
0.84,0.04,0.1,95
0.84,0.06,0.1,123
0.84,0.08,0.1,120
0.84,0.1,0.1,75
0.84,0.12,0.1,52
0.84,0.14,0.1,87
0.84,0.16,0.1,35
0.84,0.18,0.1,136
0.86,0.0,0.1,116
0.86,0.02,0.1,125
0.86,0.04,0.1,173
0.86,0.06,0.1,91
0.86,0.08,0.1,166
0.86,0.1,0.1,47
0.86,0.12,0.1,151
0.86,0.14,0.1,83
0.86,0.16,0.1,71
0.86,0.18,0.1,54
0.88,0.0,0.1,117
0.88,0.02,0.1,39
0.88,0.04,0.1,118
0.88,0.06,0.1,104
0.88,0.08,0.1,60
0.88,0.1,0.1,116
0.88,0.12,0.1,98
0.88,0.14,0.1,46
0.88,0.16,0.1,140
0.88,0.18,0.1,58
0.9,0.0,0.1,118
0.9,0.02,0.1,99
0.9,0.04,0.1,41
0.9,0.06,0.1,89
0.9,0.08,0.1,73
0.9,0.1,0.1,54
0.9,0.12,0.1,117
0.9,0.14,0.1,47
0.9,0.16,0.1,113
0.9,0.18,0.1,95
0.92,0.0,0.1,181
0.92,0.02,0.1,55
0.92,0.04,0.1,113
0.92,0.06,0.1,74
0.92,0.08,0.1,112
0.92,0.1,0.1,113
0.92,0.12,0.1,128
0.92,0.14,0.1,164
0.92,0.16,0.1,35
0.92,0.18,0.1,80
0.94,0.0,0.1,118
0.94,0.02,0.1,53
0.94,0.04,0.1,104
0.94,0.06,0.1,102
0.94,0.08,0.1,94
0.94,0.1,0.1,89
0.94,0.12,0.1,73
0.94,0.14,0.1,89
0.94,0.16,0.1,117
0.94,0.18,0.1,36
0.96,0.0,0.1,86
0.96,0.02,0.1,53
0.96,0.04,0.1,117
0.96,0.06,0.1,87
0.96,0.08,0.1,97
0.96,0.1,0.1,89
0.96,0.12,0.1,30
0.96,0.14,0.1,121
0.96,0.16,0.1,193
0.96,0.18,0.1,57
0.98,0.0,0.1,72
0.98,0.02,0.1,79
0.98,0.04,0.1,108
0.98,0.06,0.1,112
0.98,0.08,0.1,115
0.98,0.1,0.1,59
0.98,0.12,0.1,40
0.98,0.14,0.1,66
0.98,0.16,0.1,132
0.98,0.18,0.1,101
