-0.4,0.8,4
-0.4,0.8,2
-0.4,0.8,2
-0.4,0.8,3
-0.2,-1.0,32
-0.2,-1.0,12
-0.2,-1.0,7
-0.2,-1.0,43
-0.2,-1.0,13
-0.2,-0.8,6
-0.2,-0.8,23
-0.2,-0.8,19
-0.2,-0.8,4
-0.2,-0.8,14
-0.2,-0.6,10
-0.2,-0.6,13
-0.2,-0.6,4
-0.2,-0.6,8
-0.2,-0.6,5
-0.2,-0.4,6
-0.2,-0.4,5
-0.2,-0.4,10
-0.2,-0.4,7
-0.2,-0.4,10
-0.2,-0.2,14
-0.2,-0.2,14
-0.2,-0.2,24
-0.2,-0.2,10
-0.2,-0.2,3
-0.2,-0.0,2
-0.2,-0.0,2
-0.2,-0.0,8
-0.2,-0.0,5
-0.2,-0.0,7
-0.2,0.2,3
-0.2,0.2,4
-0.2,0.2,4
-0.2,0.2,8
-0.2,0.2,5
-0.2,0.4,0
-0.2,0.4,0
-0.2,0.4,4
-0.2,0.4,1
-0.2,0.4,7
-0.2,0.6,4
-0.2,0.6,6
-0.2,0.6,4
-0.2,0.6,3
-0.2,0.6,5
-0.2,0.8,3
-0.2,0.8,4
-0.2,0.8,4
-0.2,0.8,4
-0.2,0.8,6
-0.0,-1.0,10
-0.0,-1.0,32
-0.0,-1.0,24
-0.0,-1.0,5
-0.0,-1.0,12
-0.0,-0.8,11
-0.0,-0.8,11
-0.0,-0.8,10
-0.0,-0.8,5
-0.0,-0.8,76
-0.0,-0.6,10
-0.0,-0.6,21
-0.0,-0.6,23
-0.0,-0.6,34
-0.0,-0.6,44
-0.0,-0.4,22
-0.0,-0.4,18
-0.0,-0.4,14
-0.0,-0.4,9
-0.0,-0.4,31
-0.0,-0.2,31
-0.0,-0.2,6
-0.0,-0.2,9
-0.0,-0.2,6
-0.0,-0.2,14
-0.0,-0.0,43
-0.0,-0.0,8
-0.0,-0.0,3
-0.0,-0.0,13
-0.0,-0.0,11
-0.0,0.2,5
-0.0,0.2,7
-0.0,0.2,7
-0.0,0.2,3
-0.0,0.2,3
-0.0,0.4,6
-0.0,0.4,6
-0.0,0.4,5
-0.0,0.4,4
-0.0,0.4,4
-0.0,0.6,4
-0.0,0.6,3
-0.0,0.6,7
-0.0,0.6,2
-0.0,0.6,1
-0.0,0.8,4
-0.0,0.8,3
-0.0,0.8,3
-0.0,0.8,4
-0.0,0.8,3
0.2,-1.0,20
0.2,-1.0,22
0.2,-1.0,20
0.2,-1.0,17
0.2,-1.0,8
0.2,-0.8,14
0.2,-0.8,16
0.2,-0.8,24
0.2,-0.8,17
0.2,-0.8,12
0.2,-0.6,13
0.2,-0.6,12
0.2,-0.6,18
0.2,-0.6,13
0.2,-0.6,11
0.2,-0.4,15
0.2,-0.4,9
0.2,-0.4,14
0.2,-0.4,15
0.2,-0.4,8
0.2,-0.2,19
0.2,-0.2,15
0.2,-0.2,13
0.2,-0.2,24
0.2,-0.2,10
0.2,-0.0,92
0.2,-0.0,6
0.2,-0.0,6
0.2,-0.0,4
0.2,-0.0,38
0.2,0.2,11
0.2,0.2,3
0.2,0.2,2
0.2,0.2,6
0.2,0.2,6
0.2,0.4,5
0.2,0.4,7
0.2,0.4,15
0.2,0.4,3
0.2,0.4,5
0.2,0.6,6
0.2,0.6,1
0.2,0.6,3
0.2,0.6,5
0.2,0.6,5
0.2,0.8,2
0.2,0.8,3
0.2,0.8,3
0.2,0.8,6
0.2,0.8,2
0.4,-1.0,21
0.4,-1.0,9
0.4,-1.0,19
0.4,-1.0,25
0.4,-1.0,17
0.4,-0.8,14
0.4,-0.8,12
0.4,-0.8,10
0.4,-0.8,19
0.4,-0.8,11
0.4,-0.6,23
0.4,-0.6,12
0.4,-0.6,12
0.4,-0.6,8
0.4,-0.6,22
0.4,-0.4,17
0.4,-0.4,13
0.4,-0.4,20
0.4,-0.4,21
0.4,-0.4,21
0.4,-0.2,25
0.4,-0.2,18
0.4,-0.2,19
0.4,-0.2,18
0.4,-0.2,21
0.4,-0.0,36
0.4,-0.0,80
0.4,-0.0,21
0.4,-0.0,12
0.4,-0.0,3
0.4,0.2,8
0.4,0.2,1
0.4,0.2,3
0.4,0.2,2
0.4,0.2,6
0.4,0.4,8
0.4,0.4,3
0.4,0.4,4
0.4,0.4,5
0.4,0.4,8
0.4,0.6,6
0.4,0.6,2
0.4,0.6,2
0.4,0.6,3
0.4,0.6,2
0.4,0.8,3
0.4,0.8,2
0.4,0.8,3
0.4,0.8,3
0.4,0.8,4
0.6,-1.0,18
0.6,-1.0,20
0.6,-1.0,14
0.6,-1.0,12
0.6,-1.0,21
0.6,-0.8,20
0.6,-0.8,16
0.6,-0.8,12
0.6,-0.8,15
0.6,-0.8,18
0.6,-0.6,16
0.6,-0.6,16
0.6,-0.6,16
0.6,-0.6,25
0.6,-0.6,24
0.6,-0.4,21
0.6,-0.4,20
0.6,-0.4,12
0.6,-0.4,18
0.6,-0.4,23
0.6,-0.2,25
0.6,-0.2,22
0.6,-0.2,14
0.6,-0.2,20
0.6,-0.2,20
0.6,-0.0,6
0.6,-0.0,5
0.6,-0.0,29
0.6,-0.0,15
0.6,-0.0,1
0.6,0.2,13
0.6,0.2,74
0.6,0.2,5
0.6,0.2,18
0.6,0.2,3
0.6,0.4,5
0.6,0.4,1
0.6,0.4,1
0.6,0.4,1
0.6,0.4,30
0.6,0.6,2
0.6,0.6,11
0.6,0.6,10
0.6,0.6,4
0.6,0.6,6
0.6,0.8,2
0.6,0.8,14
0.6,0.8,4
0.6,0.8,3
0.6,0.8,3
0.8,-1.0,11
0.8,-1.0,19
0.8,-1.0,18
0.8,-1.0,19
0.8,-1.0,26
0.8,-0.8,21
0.8,-0.8,21
0.8,-0.8,15
0.8,-0.8,23
0.8,-0.8,17
0.8,-0.6,15
0.8,-0.6,18
0.8,-0.6,17
0.8,-0.6,19
0.8,-0.6,8
0.8,-0.4,17
0.8,-0.4,13
0.8,-0.4,20
0.8,-0.4,12
0.8,-0.4,22
0.8,-0.2,25
0.8,-0.2,22
0.8,-0.2,24
0.8,-0.2,11
0.8,-0.2,21
0.8,-0.0,8
0.8,-0.0,4
0.8,-0.0,6
0.8,-0.0,1
0.8,-0.0,54
0.8,0.2,9
0.8,0.2,3
0.8,0.2,5
0.8,0.2,9
0.8,0.2,5
0.8,0.4,18
0.8,0.4,4
0.8,0.4,11
0.8,0.4,2
0.8,0.4,10
0.8,0.6,8
0.8,0.6,26
0.8,0.6,7
0.8,0.6,3
0.8,0.6,8
0.8,0.8,1
0.8,0.8,11
0.8,0.8,5
0.8,0.8,6
0.8,0.8,5
