0.8,0.0,0.2,112
0.8,0.02,0.2,68
0.8,0.04,0.2,277
0.8,0.06,0.2,161
0.8,0.08,0.2,145
0.8,0.1,0.2,126
0.8,0.12,0.2,43
0.8,0.14,0.2,59
0.8,0.16,0.2,84
0.8,0.18,0.2,81
0.82,0.0,0.2,49
0.82,0.02,0.2,174
0.82,0.04,0.2,221
0.82,0.06,0.2,56
0.82,0.08,0.2,48
0.82,0.1,0.2,93
0.82,0.12,0.2,55
0.82,0.14,0.2,59
0.82,0.16,0.2,48
0.82,0.18,0.2,52
0.84,0.0,0.2,784
0.84,0.02,0.2,143
0.84,0.04,0.2,108
0.84,0.06,0.2,128
0.84,0.08,0.2,179
0.84,0.1,0.2,172
0.84,0.12,0.2,63
0.84,0.14,0.2,50
0.84,0.16,0.2,53
0.84,0.18,0.2,78
0.86,0.0,0.2,178
0.86,0.02,0.2,47
0.86,0.04,0.2,178
0.86,0.06,0.2,52
0.86,0.08,0.2,72
0.86,0.1,0.2,114
0.86,0.12,0.2,96
0.86,0.14,0.2,61
0.86,0.16,0.2,68
0.86,0.18,0.2,78
0.88,0.0,0.2,71
0.88,0.02,0.2,64
0.88,0.04,0.2,69
0.88,0.06,0.2,259
0.88,0.08,0.2,121
0.88,0.1,0.2,197
0.88,0.12,0.2,38
0.88,0.14,0.2,65
0.88,0.16,0.2,69
0.88,0.18,0.2,49
0.9,0.0,0.2,749
0.9,0.02,0.2,125
0.9,0.04,0.2,68
0.9,0.06,0.2,129
0.9,0.08,0.2,258
0.9,0.1,0.2,62
0.9,0.12,0.2,66
0.9,0.14,0.2,139
0.9,0.16,0.2,111
0.9,0.18,0.2,77
0.92,0.0,0.2,225
0.92,0.02,0.2,141
0.92,0.04,0.2,68
0.92,0.06,0.2,242
0.92,0.08,0.2,66
0.92,0.1,0.2,87
0.92,0.12,0.2,48
0.92,0.14,0.2,54
0.92,0.16,0.2,63
0.92,0.18,0.2,88
0.94,0.0,0.2,95
0.94,0.02,0.2,127
0.94,0.04,0.2,148
0.94,0.06,0.2,107
0.94,0.08,0.2,373
0.94,0.1,0.2,125
0.94,0.12,0.2,71
0.94,0.14,0.2,100
0.94,0.16,0.2,119
0.94,0.18,0.2,88
0.96,0.0,0.2,212
0.96,0.02,0.2,211
0.96,0.04,0.2,169
0.96,0.06,0.2,59
0.96,0.08,0.2,155
0.96,0.1,0.2,140
0.96,0.12,0.2,83
0.96,0.14,0.2,108
0.96,0.16,0.2,55
0.96,0.18,0.2,61
0.98,0.0,0.2,257
0.98,0.02,0.2,65
0.98,0.04,0.2,55
0.98,0.06,0.2,158
0.98,0.08,0.2,126
0.98,0.1,0.2,69
0.98,0.12,0.2,131
0.98,0.14,0.2,62
0.98,0.16,0.2,46
0.98,0.18,0.2,48
