0.8,0.0,0.2,36
0.8,0.02,0.2,92
0.8,0.04,0.2,68
0.8,0.06,0.2,169
0.8,0.08,0.2,99
0.8,0.1,0.2,87
0.8,0.12,0.2,142
0.8,0.14,0.2,72
0.8,0.16,0.2,57
0.8,0.18,0.2,52
0.82,0.0,0.2,50
0.82,0.02,0.2,144
0.82,0.04,0.2,132
0.82,0.06,0.2,79
0.82,0.08,0.2,101
0.82,0.1,0.2,64
0.82,0.12,0.2,82
0.82,0.14,0.2,125
0.82,0.16,0.2,60
0.82,0.18,0.2,71
0.84,0.0,0.2,80
0.84,0.02,0.2,88
0.84,0.04,0.2,70
0.84,0.06,0.2,65
0.84,0.08,0.2,85
0.84,0.1,0.2,97
0.84,0.12,0.2,54
0.84,0.14,0.2,59
0.84,0.16,0.2,62
0.84,0.18,0.2,121
0.86,0.0,0.2,153
0.86,0.02,0.2,89
0.86,0.04,0.2,192
0.86,0.06,0.2,124
0.86,0.08,0.2,118
0.86,0.1,0.2,178
0.86,0.12,0.2,84
0.86,0.14,0.2,70
0.86,0.16,0.2,165
0.86,0.18,0.2,128
0.88,0.0,0.2,46
0.88,0.02,0.2,69
0.88,0.04,0.2,87
0.88,0.06,0.2,104
0.88,0.08,0.2,45
0.88,0.1,0.2,155
0.88,0.12,0.2,88
0.88,0.14,0.2,81
0.88,0.16,0.2,101
0.88,0.18,0.2,94
0.9,0.0,0.2,75
0.9,0.02,0.2,87
0.9,0.04,0.2,52
0.9,0.06,0.2,81
0.9,0.08,0.2,99
0.9,0.1,0.2,52
0.9,0.12,0.2,139
0.9,0.14,0.2,103
0.9,0.16,0.2,57
0.9,0.18,0.2,60
0.92,0.0,0.2,90
0.92,0.02,0.2,148
0.92,0.04,0.2,78
0.92,0.06,0.2,113
0.92,0.08,0.2,95
0.92,0.1,0.2,161
0.92,0.12,0.2,129
0.92,0.14,0.2,223
0.92,0.16,0.2,57
0.92,0.18,0.2,82
0.94,0.0,0.2,89
0.94,0.02,0.2,139
0.94,0.04,0.2,44
0.94,0.06,0.2,80
0.94,0.08,0.2,104
0.94,0.1,0.2,62
0.94,0.12,0.2,109
0.94,0.14,0.2,116
0.94,0.16,0.2,63
0.94,0.18,0.2,129
0.96,0.0,0.2,93
0.96,0.02,0.2,158
0.96,0.04,0.2,187
0.96,0.06,0.2,153
0.96,0.08,0.2,71
0.96,0.1,0.2,98
0.96,0.12,0.2,193
0.96,0.14,0.2,99
0.96,0.16,0.2,72
0.96,0.18,0.2,53
0.98,0.0,0.2,163
0.98,0.02,0.2,132
0.98,0.04,0.2,67
0.98,0.06,0.2,100
0.98,0.08,0.2,193
0.98,0.1,0.2,44
0.98,0.12,0.2,130
0.98,0.14,0.2,54
0.98,0.16,0.2,119
0.98,0.18,0.2,113
