0.8,-0.01,0.2,87
0.8,0.111,0.2,112
0.8,0.232,0.2,41
0.8,0.353,0.2,24
0.8,0.474,0.2,31
0.8,0.595,0.2,42
0.8,0.716,0.2,24
0.8,0.837,0.2,25
0.8,0.958,0.2,21
0.8,1.079,0.2,27
0.92,-0.01,0.2,68
0.92,0.111,0.2,112
0.92,0.232,0.2,45
0.92,0.353,0.2,49
0.92,0.474,0.2,36
0.92,0.595,0.2,34
0.92,0.716,0.2,39
0.92,0.837,0.2,24
0.92,0.958,0.2,31
0.92,1.079,0.2,18
1.04,-0.01,0.2,43
1.04,0.111,0.2,95
1.04,0.232,0.2,83
1.04,0.353,0.2,83
1.04,0.474,0.2,64
1.04,0.595,0.2,38
1.04,0.716,0.2,51
1.04,0.837,0.2,52
1.04,0.958,0.2,53
1.04,1.079,0.2,53
1.16,-0.01,0.2,91
1.16,0.111,0.2,171
1.16,0.232,0.2,91
1.16,0.353,0.2,51
1.16,0.474,0.2,65
1.16,0.595,0.2,54
1.16,0.716,0.2,53
1.16,0.837,0.2,53
1.16,0.958,0.2,50
1.16,1.079,0.2,60
1.28,-0.01,0.2,76
1.28,0.111,0.2,57
1.28,0.232,0.2,53
1.28,0.353,0.2,111
1.28,0.474,0.2,59
1.28,0.595,0.2,43
1.28,0.716,0.2,63
1.28,0.837,0.2,66
1.28,0.958,0.2,73
1.28,1.079,0.2,45
1.4,-0.01,0.2,54
1.4,0.111,0.2,117
1.4,0.232,0.2,145
1.4,0.353,0.2,55
1.4,0.474,0.2,59
1.4,0.595,0.2,56
1.4,0.716,0.2,68
1.4,0.837,0.2,62
1.4,0.958,0.2,51
1.4,1.079,0.2,45
1.52,-0.01,0.2,122
1.52,0.111,0.2,84
1.52,0.232,0.2,73
1.52,0.353,0.2,100
1.52,0.474,0.2,48
1.52,0.595,0.2,70
1.52,0.716,0.2,45
1.52,0.837,0.2,64
1.52,0.958,0.2,49
1.52,1.079,0.2,58
1.64,-0.01,0.2,88
1.64,0.111,0.2,79
1.64,0.232,0.2,90
1.64,0.353,0.2,79
1.64,0.474,0.2,48
1.64,0.595,0.2,71
1.64,0.716,0.2,73
1.64,0.837,0.2,77
1.64,0.958,0.2,68
1.64,1.079,0.2,54
1.76,-0.01,0.2,88
1.76,0.111,0.2,72
1.76,0.232,0.2,70
1.76,0.353,0.2,70
1.76,0.474,0.2,75
1.76,0.595,0.2,66
1.76,0.716,0.2,57
1.76,0.837,0.2,92
1.76,0.958,0.2,58
1.76,1.079,0.2,58
1.88,-0.01,0.2,59
1.88,0.111,0.2,130
1.88,0.232,0.2,120
1.88,0.353,0.2,95
1.88,0.474,0.2,74
1.88,0.595,0.2,58
1.88,0.716,0.2,60
1.88,0.837,0.2,76
1.88,0.958,0.2,49
1.88,1.079,0.2,57
