g,lr,rv,qi,r,p
0.04325,0.51432,0.780440794206,-2.13103048408,53,395
0.40899,0.73314,0.708908053958,3.34813565908,63,350
0.01866,0.89237,0.575375526719,-2.67788683104,72,281
0.14939,0.0167,0.101525845474,-4.95282407304,26,509
0.48426,0.84958,0.174405656175,-3.97561356285,91,84
0.12939,0.84906,0.121841804086,3.33787679929,98,49
0.34831,0.89282,0.869509845989,3.75357335476,46,447
0.19305,0.46391,0.873429841004,-3.23721840944,46,477
0.2276,0.56137,0.789676732833,-2.74637313453,57,374
0.17212,0.23997,0.668817912047,-1.3218548912,70,305
0.52851,0.72206,0.445963609074,-4.67743549076,76,196
0.74488,0.66361,0.335016812151,3.15597483259,86,137
0.50262,0.35817,0.747660953798,0.310128278222,62,368
0.58557,0.56308,0.296757354841,2.27647190148,89,103
0.24117,0.44943,0.22052711169,1.5070446521,93,76
0.0622,0.95236,0.695379003266,-0.221709778117,64,332
0.01736,0.57597,0.247516049459,3.6555781437,93,105
0.80524,0.28311,0.980860050966,-1.40522912377,44,492
0.72402,0.83484,0.721861064359,0.493508721519,58,323
0.5751,0.697,0.603460512456,-1.87396273003,67,281
0.60584,0.87849,0.402024884185,3.06445272599,71,185
0.94843,0.79864,0.758113070693,2.59246604626,22,376
0.59146,0.19244,0.377777114968,-1.53460791473,72,182
0.08691,0.78876,0.695374174774,-2.3861134235,61,323
0.8016,0.60042,0.479567586059,0.28876437917,72,221
0.58456,0.94876,0.997555471579,0.105793877397,46,514
0.78395,0.9845,0.243807677038,-4.7579353141,92,120
0.84047,0.38938,0.167807057701,1.52200301763,79,79
0.38058,0.7787,0.939998847335,-1.70687687539,50,492
0.40115,0.06713,0.885639268907,2.80049856458,55,437
0.75754,0.61531,0.695754466864,-3.8136419521,65,335
0.26694,0.48416,0.46636201834,-0.601808535144,81,191
0.74315,0.28512,0.533217714473,3.80621187163,70,278
0.73004,0.91412,0.452534957538,-4.44719261369,78,188
0.08517,0.36918,0.235342774758,-4.23444863548,90,117
0.37655,0.21572,0.219396309464,4.8610124902,97,68
0.63167,0.42021,0.520625926097,4.51838589532,77,186
0.64688,0.73452,0.448423322979,0.542963449735,74,191
0.63314,0.41755,0.388732294127,-1.74399363517,79,196
0.82501,0.35505,0.365857048573,-0.846797347389,77,134
0.39023,0.51034,0.606921813938,-4.0485483695,74,252
0.47994,0.24584,0.284209293129,3.18619303661,89,124
0.14345,0.16881,0.714021027119,4.868573702,60,348
0.32138,0.00772,0.81074888253,3.741253347,47,376
0.4149,0.10147,0.348375244956,4.43520333527,88,120
0.53951,0.40224,0.925905126728,-0.54126586288,46,511
0.27683,0.62527,0.581367158616,3.95673975874,69,252
0.30192,0.56498,0.659119393805,-2.37762295418,67,276
0.49587,0.91825,0.0310883856781,3.83879166942,89,129
0.74306,0.22174,0.255815798603,1.50642133142,90,86
0.18267,0.64388,0.87654946156,1.66995840033,42,472
0.14351,0.27328,0.636534361692,-0.356404777935,68,320
0.33154,0.19691,0.0661580156406,-1.25099875766,46,42
0.54937,0.24868,0.611149781094,4.19305069159,74,250
0.72486,0.27073,0.0765953849272,2.86325420411,86,40
0.62553,0.0899,0.00868631394108,0.757246138045,12,7
0.39831,0.7519,0.364146290094,-4.70836519601,87,142
0.82808,0.2049,0.857531988769,4.26792424693,61,390
0.3655,0.64241,0.409613595232,1.47073215783,78,176
0.08973,0.7791,0.0381555115949,4.33454998936,100,16
0.90215,0.82755,0.760578833682,3.33941170515,30,396
0.8031,0.7401,0.858328551291,0.599543193572,50,451
0.51524,0.1812,0.56421675438,4.34308618685,71,237
0.46672,0.6968,0.793377611516,3.45294864068,57,392
0.61372,0.89076,0.528917417913,2.0229563837,72,285
0.718,0.74546,0.0649539138393,3.11507205717,96,22
0.92503,0.88587,0.396273477858,1.35021802275,35,244
0.63733,0.35329,0.250556657266,-4.87781072017,73,84
0.28852,0.36077,0.129359250094,-3.33810160745,74,82
0.3304,0.26515,0.733120726909,-2.86783499651,65,335
0.88428,0.78218,0.105768690437,3.36289844903,91,39
0.52683,0.77102,0.1078723374,2.9587224037,93,38
0.37135,0.68478,0.37777238613,-2.65535828095,83,153
0.78675,0.75076,0.374295569193,1.40656460593,88,118
0.47403,0.80081,0.92875515178,-4.73234326986,52,432
0.76555,0.49175,0.545740178736,3.91606982627,72,212
0.11269,0.54329,0.0229394108794,-1.10302625475,77,19
0.51719,0.28627,0.570629544261,-1.9060957406,70,236
0.81356,0.47748,0.305832683174,3.24698621178,85,103
0.82392,0.12278,0.451924528428,-3.13763225044,87,173
0.64263,0.4876,0.937792025352,-1.21806953726,51,483
0.49307,0.00417,0.967206854152,-2.29154867782,49,513
0.98791,0.71691,0.0367202306067,-4.58015493104,10,31
0.37741,0.5805,0.453168622711,0.436268746227,80,230
0.88416,0.57723,0.927085394271,-4.33254867566,22,546
0.84504,0.96422,0.510777008996,2.02226659365,78,241
0.04055,0.61559,0.53812143627,4.6924672711,76,249
0.38661,0.4316,0.00688919828829,1.58424906683,14,12
0.38092,0.76077,0.885886829102,3.87036118658,50,481
0.81148,0.44125,0.580343276711,-0.88180336614,63,256
0.09316,0.62832,0.229988897506,0.112009459073,86,99
0.98661,0.57668,0.334764095785,-0.762730855241,22,195
0.83013,0.46368,0.28600781855,-0.0927823842268,81,132
0.79176,0.85858,0.133535840242,0.674136401194,93,81
0.79123,0.87054,0.732817061872,2.7391646498,40,355
0.63371,0.14659,0.605817694508,2.17602731706,75,245
0.96411,0.79999,0.653217940477,-1.42565116615,31,346
0.25425,0.58685,0.00626082382257,0.721155091417,85,3
0.02544,0.95616,0.0725203204524,-0.627667771985,83,27
0.38982,0.875,0.132653115479,-3.51332156022,95,55
0.52099,0.77286,0.462977708869,2.41153129952,73,220
0.93681,0.77765,0.354719227459,-0.168239196784,29,181
0.47487,0.72952,0.0832536205735,-2.25714093501,63,60
0.7237,0.55785,0.358212952587,4.61809326251,79,129
0.18246,0.60325,0.897584909768,-0.119511720088,48,394
0.59881,0.71788,0.194717339063,-3.00116937401,93,84
0.29038,0.78205,0.0752682310866,3.25373266805,99,37
0.85951,0.23905,0.365596277754,1.94081832539,80,140
0.87376,0.64918,0.564191276914,1.49188160429,65,243
0.27415,0.06437,0.30298786222,2.50948724303,90,110
0.79076,0.91063,0.109998561131,-1.88062144784,86,85
0.32518,0.40464,0.257067163692,4.67638415141,88,111
0.85819,0.47702,0.192691438023,4.04822804256,95,63
0.15777,0.32129,0.482544532351,1.84690187558,84,222
0.20647,0.57748,0.107160650652,2.06832154238,98,30
0.05095,0.97606,0.47453656957,0.955015798656,80,176
0.6197,0.71566,0.308407384203,-0.102297382123,78,147
0.88494,0.06487,0.393529574478,2.43352648298,41,173
0.77489,0.41279,0.332493481956,-2.5922419929,85,139
0.99149,0.53424,0.0492677176685,4.44799859826,4,127
0.57012,0.00165,0.815476568512,-0.928415110475,23,374
0.30993,0.1301,0.274970894171,-4.96828133661,86,320
0.48368,0.71803,0.260908096503,-3.02245457665,90,80
0.2173,0.16474,0.776908928193,-2.75247905303,56,397
0.31166,0.72726,0.0506352005241,3.73001860796,100,20
0.74511,0.90059,0.70346467556,-0.952697738866,61,341
0.22871,0.90077,0.351564408391,-2.02683232717,88,131
0.288,0.74851,0.36625872074,-0.222929230581,88,156
0.04342,0.20709,0.609515609148,2.57012868194,72,283
0.97446,0.73246,0.745178252848,-4.40458163922,27,381
0.6381,0.29769,0.250705776251,-3.26027952512,88,94
0.93176,0.04516,0.510056836925,-1.68132489298,71,229
0.6775,0.08275,0.602144844849,-2.14661548269,70,246
0.598,0.62462,0.35500689082,2.11251893883,87,115
0.99876,0.97972,0.40168362136,-0.660623964844,15,401
0.01369,0.51365,0.516601868051,-4.59323676243,71,278
0.37573,0.79087,0.793669520203,3.21583556948,42,412
0.94605,0.44604,0.121960119754,-3.10304657304,15,196
0.35099,0.35597,0.566137650054,2.2050847254,79,254
0.07466,0.50014,0.697659130229,3.49413781953,72,319
0.53385,0.66172,0.38019632091,-4.95909608782,76,167
0.98815,0.29423,0.00122629666754,4.87320769864,40,403
0.45375,0.48305,0.100415581556,3.02892517806,99,33
0.61117,0.07875,0.79195632054,4.05168800322,51,421
0.03943,0.30302,0.0999899034071,-0.92123675932,87,41
0.53134,0.2784,0.288105915722,0.0594083185301,87,107
0.36814,0.14468,0.982288769751,4.69396825725,47,482
0.47798,0.89561,0.847226790123,-2.97909215486,52,417
0.03819,0.64048,0.803478313676,1.2849298782,55,422
0.58806,0.24818,0.73731697387,-2.12006062211,60,382
0.76997,0.46154,0.463786692393,4.18642245037,68,197
0.74233,0.83693,0.492726341394,0.341897160091,74,213
0.89302,0.06146,0.662555141015,1.88547267176,63,354
0.33896,0.01836,0.593552953535,2.31811442031,81,244
0.17989,0.59442,0.248693663237,1.17396527813,96,88
0.19245,0.87997,0.427504078156,2.51181000494,83,187
0.3588,0.11637,0.76628757972,2.40029109952,55,383
0.6295,0.45054,0.786421110439,-2.20489003853,50,400
0.81515,0.1268,0.488989714926,-0.160267917543,70,190
0.92339,0.92827,0.730590572542,0.999935818169,23,351
0.6809,0.31929,0.210851611579,-0.648757716431,85,55
0.41806,0.09553,0.679072804069,-3.33961089912,55,293
0.85357,0.76993,0.114747408761,2.35024904679,81,56
0.52923,0.62719,0.66520099053,-3.25755328233,70,274
0.6834,0.3027,0.672947967815,-1.55944940383,56,321
0.27254,0.82568,0.73594556344,4.28629997484,61,336
0.00356,0.54165,0.664581987879,0.500605499522,74,291
0.67977,0.87312,0.904856313223,3.24959247988,44,458
0.8106,0.75515,0.864978516833,2.79400028926,45,457
0.17773,0.93944,0.338773454628,2.89046359684,87,132
0.30258,0.42711,0.0898831828498,4.31781760908,95,46
0.50294,0.60085,0.255863813162,-0.538166908165,92,90
0.13933,0.47709,0.59053073272,-1.78732754228,75,252
0.76686,0.84778,0.513069223433,1.1294004958,71,228
0.7935,0.70968,0.258734892968,-3.0573506575,93,99
0.51968,0.64539,0.888160144804,0.758895960383,51,402
0.29289,0.57896,0.600187776567,1.98971332994,76,284
0.01715,0.57228,0.420831790492,0.22200269197,88,142
0.70352,0.32656,0.88004416959,-2.63796056848,45,419
0.65234,0.06335,0.692011794247,-0.505764261539,49,351
0.59628,0.3098,0.912225738971,4.71767276355,52,446
0.80837,0.92881,0.701848906056,2.96167942938,43,332
0.12263,0.56998,0.96418848019,-0.445419483818,44,530
0.37434,0.1973,0.151359986218,4.14571449491,98,66
0.34045,0.85041,0.242336184159,2.17658382427,89,94
0.0777,0.70418,0.537888010038,1.20468310488,80,203
0.54992,0.14663,0.61161290646,0.93514743415,67,254
0.89592,0.7349,0.515711421795,2.20089054062,47,237
0.698,0.21616,0.892653132289,-1.3661354027,49,448
0.2146,0.63334,0.585890380315,-4.56283405652,71,240
0.2877,0.33224,0.464133766925,-1.91134984867,84,175
0.53499,0.48658,0.802485567355,-0.183898618854,49,459
0.31747,0.31711,0.0148029588344,-1.45991252867,1,159
0.27613,0.25699,0.755731081611,-0.759113709386,57,325
0.206,0.19867,0.799081132535,-3.08885606054,54,397
0.44714,0.76725,0.524825660284,0.275776612508,67,198
0.14233,0.94899,0.973972105653,-0.449075243718,47,497
0.87434,0.0323,0.692407971846,3.44392746195,68,272
0.63667,0.24072,0.238244031636,-1.377602244,79,115
0.22864,0.21555,0.162709592137,1.21286435077,89,55
0.87156,0.54032,0.893579420851,-0.389811841349,42,513
0.83044,0.90737,0.49939590567,0.120778887593,78,215
0.1051,0.22422,0.83770713099,4.75361783994,51,430
0.53199,0.59934,0.288670124584,1.47757061197,81,116
0.02237,0.91331,0.238237136834,-0.433565575885,94,70
0.25593,4e-05,0.39185103247,3.18322379061,74,282
0.71914,0.61808,0.906072134737,4.31045739416,53,450
0.93008,0.77553,0.072952952958,4.7809023606,20,70
0.88612,0.39888,0.11087558267,0.60078003106,35,78
0.00038,0.42867,0.227626782066,0.759400769538,94,65
0.40827,0.53127,0.62002633528,-3.30593349787,68,277
